romeo_id	publisher_name	publisher_alias	link_type	link_url
3010	Tate Research		Policy	http://www.tate.org.uk/about/our-work/tate-research/tate-papers
76	Taylor & Francis		Policy	http://authorservices.taylorandfrancis.com/sharing-your-work/
133	Taylor & Francis	CRC Press	Policy	http://authorservices.taylorandfrancis.com/sharing-your-work/
132	Taylor & Francis	Psychology Press	Policy	http://authorservices.taylorandfrancis.com/sharing-your-work/
193	Taylor & Francis	Routledge	Policy	http://authorservices.taylorandfrancis.com/sharing-your-work/
1200	Taylor & Francis Open		Policy	http://journalauthors.tandf.co.uk/preparation/OpenAccess.asp
1740	Technological Educational Institute of Athens, Nursing Department		Policy	http://www.vima-asklipiou.gr/policies/policies_en.html
2780	Technological Educational Institution of Epirus, Department of Business Administration		Policy	http://ejournals.epublishing.ekt.gr/index.php/latic/about/submissions#copyrightNotice
2026	Teerthanker Mahaveer University		Policy	http://www.tmu.ac.in/selfarchivingpolice.htm
2338	Teerthanker Mahaveer University, Teerthanker Mahaveer Dental College and Research Center		Policy	http://www.tmujdent.co.in/instructions-to-authors.html
2023	Tekhnologicheskii Tsentr	PC Technology Center	Policy	http://journals.uran.ua/tarp/about/submissions#copyrightNotice
3007	Termedia Publishing		Example Policy	http://www.termedia.pl/Journal/Przeglad_Menopauzalny-4/Info
509	TESOL		Policy	http://www.tesol.org/read-and-publish/rights-and-permissions/permissions-faqs#author
1715	Texas Medical Center Library		Journal of Applied Research on Children  - Rights for Authors	http://digitalcommons.library.tmc.edu/childrenatrisk/policies.html#rights
1715	Texas Medical Center Library		Journal of Family Strengths - Rights for Authors	http://digitalcommons.library.tmc.edu/jfs/policies.html#rights
1707	Textrum		Policy	http://jep.textrum.com/index.php?mi=4
2107	Thieme Open		Policy	http://open.thieme.com/web/19/faq
366	Thieme Publishing		Publishing Policies	https://www.thieme.de/de/synlett/publishing-policies-58895.htm
366	Thieme Publishing		Institutional Repository Policy	https://www.thieme.de/statics/dokumente/thieme/final/de/dokumente/zw_synthesis/CFZ-Thieme-Institutional-Repositories-Policy.pdf
406	Thomas Telford	ICE Publishing	Policy	https://www.icevirtuallibrary.com/page/authors/copyright-and-permissions
164	Thomson Reuters	Professional	Policy	http://www.thomsonreuters.com.au/support/as_contributors.aspx
2724	Tirant lo Blanch		Policy	http://www.millenniumdipr.com/ba-11-presentacion
3058	Tissemsilt University Center El Warchanissi		Policy	http://www.cuniv-tissemsilt.dz/RDM/charte-de-non-plagiat.html
1172	Tobacco Control and Public Health in Eastern Europe		Policy	http://andreevin.narod.ru/journal/eng/authors.htm
2063	Trakia University, Faculty of Technics and Technologies		Policy	https://sites.google.com/a/trakia-uni.bg/artte/to-authors
303	Trans Tech Publications		Policy	http://www.scientific.net/Downloads
3110	Transnational Press London		Policy	http://www.tplondon.com/journal/index.php/ml/about/submissions#copyrightNotice
2581	Trilogy International		Policy	http://www.anssr.com/ojs/index.php/annals/about/submissions#copyrightNotice
3176	Tripal Publishing House		Policy	https://ojs.tripaledu.com/index.php/jefa/about/submissions#copyrightNotice
1770	TripleC		Policy	http://www.triple-c.at/index.php/tripleC/about/submissions#copyrightNotice
1335	TU Delft, Faculteit Bouwkunde		Policy	http://journals.library.tudelft.nl/index.php/faculty-architecture/about/editorialPolicies#openAccessPolicy
3126	Tulsa Studies in Women's Literature		Policy	https://tswl.utulsa.edu/about-journal/open-access-policy/
2427	Türk Kimya Derneği	Turkish Chemical Society	Policy	http://dergipark.ulakbim.gov.tr/jotcsa/about/submissions#copyrightNotice
675	Turkish Federation of Pathology Societies		Policy	http://www.turkjpath.org/Copyright_Transfer_Form.pdf
521	Turner White Communications		Policy	http://www.turner-white.com/reprints01.htm
1631	Turpion		Policy	http://www.turpion.org/php/homes/pa.phtml?jrnid=pu&page=auth
2800	Tyumen State University		Policy	http://maiask.ru/licenzirovanie/
1661	UACES		Policy	http://jcer.net/index.php/jcer/about/submissions#copyrightNotice
1132	Ubiquity Press		Example Policy	http://pia-journal.co.uk/about/submissions#copyrightNotice
2629	Ukrainian Research and Academic Network	URAN	Policy	http://journals.uran.ua/apppfo/about/submissions#copyrightNotice
237	Ulmer		Policy can be found in a restricted area (with password protection)	http://www.ulmer.de/
2587	Uludağ Üniversitesi, Mühendislik Fakültesi		Policy	http://mmfdergi.uludag.edu.tr/about/submissions#copyrightNotice
1920	Umeå Universitet		Policy	http://www.jns.org.umu.se/Instructions_to_authors1_2013.pdf
2166	UMF Gr. T Popa Iasi Publishing House		Policy	http://www.clinicalcases.eu/index.php/acc/about/submissions#copyrightNotice
1035	UniBrasil		Policy	http://revistaeletronicardfd.unibrasil.com.br/index.php/rdfd/manager/people/all
979	Unidade de Investigação e Desenvolvimento em Enfermagem	UI&DE	Policy	http://pensarenfermagem.esel.pt/submeter/
2479	Unidade de Investigação em Ciências da Saúde - Enfermagem da Escola Superior de Enfermagem de Coimbra		Policy	http://esenfc.pt/rr/index.php?process=download&id=109020&code=b1c41f224de11a6d336183abc9673252688c9298
1690	Unique Publisher House		Policy	http://gjarcmg.geometry-math-journal.ro/copyright/
2698	United Academic Journals		Policy	http://www.uajournals.com/en/about-us.html
224	United Kingdom Serials Group	UKSG	Policy	http://www.uksg.org/sites/uksg.org/files/UKSG_Licence.pdf
2583	United Scholars		Policy	http://www.unitedscholars.net/for-authors-.html
2958	United Scientific Group		Open Access	http://jnanoworld.com/open-access.html
2958	United Scientific Group		Editorial Policy	http://jnanoworld.com/editorial-policies.html
1219	United States Department of Commerce, National Oceanic and Atmospheric Administration, National Marine Fisheries Service		Policy	http://fisherybulletin.nmfs.noaa.gov/fguide.htm
2432	Universa Press		Policy	http://www.acta-gastroenterologica.be/index2.php?option=com_content&view=article&id=81&Itemid=69
1756	Universidad Abierta Interamericana, Centros de Altos Estudios		Policy	http://ppct.caicyt.gov.ar/index.php/debate-universitario/about/submissions#copyrightNotice
2141	Universidad Autonoma de Barcelona, Grupo de Estudios sobra lo Fantastico		Policy	http://revistes.uab.cat/brumal/about/submissions#copyrightNotice
1952	Universidad Autónoma de Ciudad Juárez, Instituto de Ciencias Sociales y Administración		Policy	http://www.revistanoesis.net/revista/authors-guidelines/
1033	Universidad Autonoma de Madrid, Departamento de Matematicas		Policy	http://rmi.rsme.es/index.php?option=com_content&view=article&id=93&Itemid=90&lang=en
1385	Universidad Autónoma de Madrid, Facultad de Derecho, Departamento de Ciencia Política y Relaciones Internacionales, Grupo de Estudios de Relaciones Internacionales	GERI	Policy	http://www.relacionesinternacionales.info/ojs/about/submissions.html#copyrightNotice
2277	Universidad Autónoma de Madrid, Facultad de Filosofía y Letras, Instituto Universitario La Corte en Europa		Policy	http://sigecahweb.geo.uam.es/ojs/index.php/librosdelacorte/about/submissions#copyrightNotice
2814	Universidad Autónoma de Madrid, Servicio de Publicaciones		Policy	https://revistas.uam.es/historiaautonoma/about/submissions#copyrightNotice
1667	Universidad Autónoma de Nayarit		Policy	http://biociencias.uan.edu.mx/criterios/
2942	Universidad Central Marta Abreu de Las Villas, Facultad de Ciencias Agropecuarias, Centro de Investigaciones Agropecuarias		Policy	http://cagricola.uclv.edu.cu/index.php/en/editorial-policies
2212	Universidad Complutense de Madrid, Facultad de Ciencias de la Información		Policy	http://www.arteyciudad.com/revista/index.php/num1/about/submissions#copyrightNotice
1293	Universidad Complutense de Madrid, Facultad de Ciencias Políticas y Sociología, Departamento de Sociología IV		Policy	https://revistas.ucm.es/index.php/TEKN/about/submissions#copyrightNotice
2539	Universidad Complutense de Madrid, Facultad de Geografía e Historia, Departamento de Historia del Arte I Medieval, Grupo de Investigación CAPIRE	Colectivo para el Análisis Pluridisciplinar de la Iconografía Religiosa Europea	Policy	http://www.capire.es/eikonimago/index.php/eikonimago/about/submissions#copyrightNotice
2487	Universidad Complutense Madrid, Grupo de Investigación Ética, política y derechos humanos en la sociedad tecnológica		Policy	http://www.lastorresdelucca.org/index.php?journal=ojs&page=about&op=submissions#copyrightNotice
1341	Universidad de Alicante, Education Technologias de la Infromacion y la Comunicacion	UA-EDUTIC	Policy	http://naerjournal.ua.es/about/submissions#copyrightNotice
1223	Universidad de Alicante, Facultad de Educación		Policy	http://www.jhse.ua.es/jhse/about/submissions#copyrightNotice
2586	Universidad de Alicante, Grupo de investigación Comunicación y Públicos Específicos		Policy	http://www.mediterranea-comunicacion.org/Mediterranea/about/submissions#copyrightNotice
2040	Universidad de Buenos Aires, Facultad de Ciencias Sociales, Instituto de Investigaciones Gino Germani		Policy	http://ppct.caicyt.gov.ar/index.php/ludicamente/about/submissions#copyrightNotice
2588	Universidad de Chile, Centro de Estudios Griegos, Bizantinos y Neohelénicos		Policy	http://www.byzantion.uchile.cl/index.php/RBNH/about/editorialPolicies#custom-0
2046	Universidad de Chile, Instituto de la Vivienda		Policy	http://www.revistainvi.uchile.cl/index.php/INVI/about/submissions#copyrightNotice
1364	Universidad de Costa Rica		Example Policy	http://revistas.ucr.ac.cr/index.php/avancesan/about/submissions#copyrightNotice
939	Universidad de Costa Rica, Centro Centroamericano de Población		Policy	http://ccp.ucr.ac.cr/revista/contributions.htm
1797	Universidad de Granada, Facultad de Ciencias de la Educacion			http://eticanet.org/revista/index.php/eticanet/about/submissions#copyrightNotice.Example Policy&lt;/a
3231	Universidad de Jaén		Example Policy	https://revistaselectronicas.ujaen.es/index.php/ATM/about/submissions#copyrightNotice
2815	Universidad de La Habana, Facultad de Biologia		Policy	http://www.rccb.uh.cu/index.php/RCCB/about/submissions#copyrightNotice
1855	Universidad de la República Oriental del Uruguay, Facultad de Derecho		Policy	http://www.revistafacultadderecho.edu.uy/ojs-2.4.2/index.php/rfd/about/submissions#copyrightNotice
1752	Universidad de la Republica, Facultad de Odontologia		Policy	http://www.scielo.edu.uy/revistas/ode/iaboutj.htm#copy
1701	Universidad de La Serena		Example Copyright Policy	http://revistas.userena.cl/index.php/logos/about/submissions#copyrightNotice
2034	Universidad de las Ciencias Informaticas		Policy	http://rcci.uci.cu/index.php?journal=rcci&page=about&op=submissions#copyrightNotice
2619	Universidad de Las Palmas de Gran Canaria		Policy	https://ojsspdc.ulpgc.es/ojs/index.php/LFE/about/submissions#copyrightNotice
2504	Universidad de Las Palmas de Gran Canaria, Facultad de Geografía e Historia		Policy	http://revistavegueta.ulpgc.es/ojs/index.php/revistavegueta/about/submissions#onlineSubmissions
1280	Universidad de Las Tunas, Centro de Estudios de Didáctica		Policy	http://creativecommons.org/licenses/by/3.0/
1303	Universidad de Los Andes, Instituto de Inmunología Clínica		Policy	http://erevistas.saber.ula.ve/index.php/biomedicina/about/submissions#authorGuidelines
1698	Universidad de Manizales, Centro de Estudios Avanzados en Niñez y Juventud		Policy	http://revistalatinoamericanaumanizales.cinde.org.co/?page_id=119
969	Universidad de Murcia		Example Policy	http://revistas.um.es/analesps/about/submissions#copyrightNotice
1505	Universidad de Oriente		Example Policy	http://revistas.uo.edu.cu/index.php/stgo/about/submissions#authorGuidelines
2620	Universidad de Puerto Rico, Recinto de Ciencias Médicas		Policy	http://prhsj.rcm.upr.edu/index.php/prhsj/about/submissions#copyrightNotice
2893	Universidad de Santander, Facultad de Ciencias de la Salud		Policy	http://journalhealthsciences.com/index.php/UDES/about/submissions#copyrightNotice
2101	Universidad de Santander, Facultad de Ciencias de la Salud, Programa de Enfermería		Policy	http://revistas.udes.edu.co/site/index.php/cuidarte/about/submissions#copyrightNotice
2603	Universidad de Santiago de Chile, Instituto de Estudios Avanzados		Policy	http://www.revistas.usach.cl/ojs/index.php/izquierdas/about/submissions#copyrightNotice
2036	Universidad de Sevilla, Facultad de Filologia, Deptartmento de Literatura Española		Policy	http://www.revistaatalanta.com/index.php/ARLB/about/submissions#copyrightNotice
2377	Universidad de Sevilla, Secretariado de Publicaciones		Policy	http://institucional.us.es/habis/norm2010.pdf
2976	Universidad de Valladolid		Policy	http://sociologia.palencia.uva.es/revista/index.php/sociologiaytecnociencia/about/editorialPolicies#sectionPolicies
1891	Universidad de Valladolid, Department of Spanish Literature, Theory of Literature and Comparative Literature		Policy	http://www5.uva.es/castilla/index.php/castilla/about/submissions#copyrightNotice
2173	Universidad del Atlántico, Facultad de Ciencias Humanas, Programa de Historia, Grupo de historia de la educación e identidad nacional		Policy	http://investigaciones.uniatlantico.edu.co/revistas/index.php/Historia_Caribe/about/submissions#copyrightNotice
2695	Universidad del Magdalena		Policy	http://revistas.unimagdalena.edu.co/index.php/intropica/about/submissions#copyrightNotice
2858	Universidad del Pacífico, Centro de Investigación		Policy	http://revistas.up.edu.pe/index.php/apuntes/about/submissions#copyrightNotice
1951	Universidad del Pais Vasco, Centro de Estudios sobre la Identidad Colectiva		Policy	http://papeles.identidadcolectiva.es/index.php/CEIC/about/submissions#copyrightNotice
2872	Universidad Distrital Francisco José de Caldas		Example Policy	http://revistas.udistrital.edu.co/ojs/index.php/cpaz/about/submissions#copyrightNotice
2801	Universidad do Vale de Rio dos Sinos	UNISINOS	Example Policy	http://revistas.unisinos.br/index.php/neotropical/about/submissions#copyrightNotice
1597	Universidad Externado de Colombia		Example Policy	http://revistas.uexternado.edu.co/index.php?journal=tursoc&page=about&op=submissions#copyrightNotice
2342	Universidad Francisco de Vitoria		Policy	http://www.relectiones.com/larevista_cesionderechos.php
2604	Universidad Galileo, Instituto de Ciencias de la Familia		Policy	http://www.revistapsicologia.org/index.php/revista/about/submissions#copyrightNotice
2482	Universidad ICESI		Policy	http://www.icesi.edu.co/revistas/index.php/estudios_gerenciales/about/submissions#copyrightNotice
1659	Universidad ICESI, Facultad de Derecho y Ciencias sociales, Centro de Estudios Interdisciplinario, Jurídicos, Sociales y Humanistas	CIES	Policy	http://www.icesi.edu.co/revistas/index.php/trans-pasando_fronteras/about/submissions#copyrightNotice
1700	Universidad Icesi, Facultad de Ingeniería		Policy	http://www.icesi.edu.co/revistas/index.php/sistemas_telematica/about/submissions#copyrightNotice
2484	Universidad Miguel Hernández, Departamento de Psicología de la Salud		Policy	http://www.revistapcna.com/normas-de-publicaci%C3%B3n
2214	Universidad Nacional Automona de Mexico, Facultad de Ciencias Políticas y Sociales		Policy	http://www.revistas.unam.mx/index.php/rmspys/about/editorialPolicies#custom-1
686	Universidad Nacional de Colombia		Example Policy	http://www.revistas.unal.edu.co/index.php/actabiol/about/submissions#copyrightNotice
2006	Universidad Nacional de Córdoba,  Centro de Estudios Avanzados		Policy	http://revistas.unc.edu.ar/index.php/astrolabio/about/submissions#copyrightNotice
754	Universidad Nacional de Córdoba, CONICET, Centro de Investigaciones y Estudios sobre Cultura y Sociedad	CIECS	Policy	http://www.relaces.com.ar/index.php/relaces/about/submissions#copyrightNotice
1728	Universidad Nacional de Costa Rica		Example Policy	http://revistas.una.ac.cr/index.php/mhsalud/about/submissions#copyrightNotice
2266	Universidad Nacional de Educacion a Distancia, Centro Asociado de Sevilla		Policy	http://www.revistadehumanidades.com/info/3-normas-de-publicacion
2436	Universidad Nacional de la Patagonia Austral		Policy	http://revistaeletronicardfd.unibrasil.com.br/index.php/rdfd/about/submissions#copyrightNotice
2485	Universidad Nacional de La Plata, Facultad de Ciencias Jurídicas y Sociales, Instituto de Cultura Jurídica y Maestría en Sociología Jurídica		Policy	http://revistas.unlp.edu.ar/dcs/about/submissions#copyrightNotice
2051	Universidad Nacional de La Plata, Facultad de Humanidades y Ciencias de la Educación		Policy	http://revistas.fahce.unlp.edu.ar/politicaEditorial.html
2533	Universidad Nacional de la Plata, Instituto de Física de Líquidos y Sistemas Biológicos	IFLYSIB	Policy	http://www.papersinphysics.org/index.php/papersinphysics/about/submissions#onlineSubmissions
1596	Universidad Nacional de Lanús		Policy	http://revistas.unla.edu.ar/saludcolectiva/pages/view/Politica
2605	Universidad Nacional de Trujillo		Policy	http://revistas.unitru.edu.pe/index.php/scientiaagrop/about/submissions#copyrightNotice
1960	Universidad Nacional Mayor de San Marcos, Facultad de Ciencias Biológicas		Policy	http://revistasinvestigacion.unmsm.edu.pe/index.php/rpb/about/submissions#copyrightNotice
1987	Universidad Pablo de Olavide		Policy	http://www.upo.es/revistas/index.php/materiales_historia_deporte/about/submissions#copyrightNotice
2486	Universidad Pedagógica y Tecnológica de Colombia, Facultad de Ingeniería		Policy	http://revistas.uptc.edu.co/revistas/index.php/ingenieria/about/submissions#copyrightNotice
2488	Universidad Peruana de Ciencias Aplicada		Policy	http://revistas.upc.edu.pe/index.php/docencia/about/submissions#authorGuidelines
1711	Universidad Peruana Unión		Policy	http://apuntesuniversitarios.upeu.edu.pe/index.php/revapuntes/about/submissions#copyrightNotice
1425	Universidad Politécnica de Valencia	PoliPapers	Example Policy	https://ojs.upv.es/index.php/CAA/about/submissions#copyrightNotice
2207	Universidad Politécnica Salesiana		Copyright Policy (pdf)	www.ups.edu.ec/documents/10184/1011077/LEGAL+BASIS+TO+SAFEGUARD+COPYRIGHT+LAWS+AND+INTELLECTUAL+PROPERTY+OF+PUBLICATIONS+AT+UPS/4ce5f3dd-5b68-4378-945c-6520517c64ee
2535	Universidad Pontificia Bolivariana, Escuela de Teología, Filosofía y Humanidades		Policy	https://revistas.upb.edu.co/index.php/escritos/about/submissions#onlineSubmissions
2467	Universidad Rey Juan Carlos, Grupo de investigación methaodos.org		Policy	http://www.methaodos.org/revista-methaodos/index.php/methaodos/about/submissions#copyrightNotice
2469	Universidad Tecnológica Equinoccial		Policy	http://www.ute.edu.ec/posgrados/docs_eidos/a-carta-d-o.docx
1027	Universidade Aberta		Policy	http://www.moodle.univ-ab.pt/moodle/mod/resource/view.php?id=3096
3170	Universidade Autónoma de Lisboa, Centro de Estudos de Arquitetura, Cidade e Território	CEACT/UAL	Policy	http://www.estudoprevio.net/proximo-numero
886	Universidade Católica Portuguesa, Centro de Estudos de História Religiosa		Instructions to authors	http://www.ucp.pt/site/resources/documents/CEHR/publicacoes/normas_ls.pdf
887	Universidade Católica Portuguesa, Centro de Estudos de Serviço Social e Sociologia		Instructions to authors	http://locussocial.cesss-ucp.com.pt/page3/page3.html
1028	Universidade Católica Portuguesa, Centro de Investigação em Ciência e Tecnologia das Artes	CITAR	Policy	http://citar.ucp.pt/ecr/PT/submissao.php
889	Universidade Católica Portuguesa, Centro Regional das Beiras, Departamento de Letras		Instructions to authors	http://z3950.crb.ucp.pt/Biblioteca/Mathesis/Mathesis_Normas_autores.pdf
1030	Universidade Católica Portuguesa, Centro Regional do Porto		Policy	http://artes.ucp.pt/citarj/authors.html
2473	Universidade Comunitária Regional de Chapecó	UNOCHAPECÓ	Policy	http://bell.unochapeco.edu.br/revistas/index.php/rgo/about/submissions#copyrightNotice
1055	Universidade de Aveiro, Centro de Investigação em Didáctica e Tecnologia na Formação de Formadores		Policy	http://revistas.ua.pt/index.php/ID/about/submissions#copyrightNotice
1056	Universidade de Aveiro, Departamento de Economia, Gestão e Engenharia Industrial		Policy	http://www2.egi.ua.pt/rtd/
1102	Universidade de Aveiro, Departamento de Electrónica, Telecomunicações e Informática	DETI	Policy	http://revistas.ua.pt/index.php/revdeti/about/submissions#copyrightNotice
1050	Universidade de Aveiro, Departamento de Línguas e Culturas		Policy	http://revistas.ua.pt/index.php/agora/about/submissions#authorGuidelines
913	Universidade de Brasília		Policy	http://seer.bce.unb.br/index.php/emtempos/about/submissions#copyrightNotice
2692	Universidade de Brasília, Pos Graduacao em Grupo de Estudos em Literatura Brasileira Contemporânea		Policy	http://periodicos.unb.br/index.php/estudos/about/submissions#copyrightNotice
3049	Universidade de Coimbra, Centro de Estudos de Arqueologia, Artes e Ciências do Património		Policy	http://iduc.uc.pt/index.php/digitar/about/submissions#onlineSubmissions
1052	Universidade de Coimbra, Centro de Estudos Sociais		Example Policy	http://rccs.revues.org/4612
3048	Universidade de Coimbra, Faculdade de Ciências do Desporto e Educação Física		Policy	http://www.uc.pt/fcdef/Coimbranetwork/guidelines
3158	Universidade de Coimbra, Faculdade de Ciências e Tecnologia, Departamento de Arquitetura	DARQ	Policy	http://impactum-journals.uc.pt/index.php/joelho/about/submissions
893	Universidade de Coimbra, Faculdade de Economia		Copyright Page	http://notas-economicas.fe.uc.pt/pt/authors01.htm
893	Universidade de Coimbra, Faculdade de Economia		Instructions to authors	http://notas-economicas.fe.uc.pt/pt/authors.htm
3046	Universidade de Coimbra, Faculdade de Letras, Fundação Eng. António de Almeida		Policy	http://www.uc.pt/fluc/dfci/public_/publicacoes/instrucoes_autores
894	Universidade de Coimbra, Faculdade de Letras, Instituto de História Económica e Social		Policy	http://www.uc.pt/fluc/ihes/publicacoes/rph
3172	Universidade de Coimbra, Faculdade de Psicologia e de Ciências da Educação, Laboratório de Avaliação Psicológica e Psicometria	PsyAssessmentLab	Policy	https://revistaepsi.com/instrucoes-aos-autores/
2480	Universidade de Fortaleza		Policy	http://ojs.unifor.br/index.php/RBPS/about/submissions#copyrightNotice
895	Universidade de Lisboa, Centro de Estudos Geográficos		Instructions to authors	http://www.ceg.ul.pt/finisterra/normas.html
896	Universidade de Lisboa, Faculdade de Belas-Artes, Centro de Investigação e Estudos em Belas-Artes		Policy	http://estudio.fba.ul.pt/autores.htm
1029	Universidade de Lisboa, Faculdade de Ciências, Centro de Filosofia das Ciências		Policy	http://kairos.fc.ul.pt/submissao.htm
1153	Universidade de Lisboa, Faculdade de Letras, Centro de Filosofia		Policy	http://disputatio.com/style.html
3166	Universidade de Lisboa, Faculdade de Letras, Centro de Filosofia da Universidade de Lisboa	CFUL	Policy	http://revistaphilosophica.weebly.com/submissions.html
898	Universidade de Lisboa, Instituto de Ciências Sociais		Instructions to authors	http://analisesocial.ics.ul.pt/?no=5510001
901	Universidade de Lisboa, Jardim Botanico		Normas de estilo de publicación en Portugaliae Acta Biologica	http://dialnet.unirioja.es/servlet/revista?info=nor_estilo&clave_revista=10992
902	Universidade de Lisboa, Unidade de I&D de Ciências da Educação		Copyright Page	http://sisifo.fpce.ul.pt/
902	Universidade de Lisboa, Unidade de I&D de Ciências da Educação		Instructions to authors	http://sisifo.fpce.ul.pt/?r=27&page=43
1417	Universidade de São Paulo, Escola de Comunicações e Artes, Centro de Estudos Latino-Americanos sobre Cultura e Comunicação		Policy	http://www.usp.br/celacc/ojs/index.php/extraprensa/about/submissions#copyrightNotice
1682	Universidade de São Paulo, Faculdade de Educação		Policy	http://www.scielo.br/revistas/ep/iaboutj.htm
917	Universidade de São Paulo, Museu de Zoologia		Policy	http://www.mz.usp.br/portugues/public/normas_ing.html
940	Universidade de Trás-os-Montes e Alto Douro, Centro de Investigação em Desporto, Saúde e Desenvolvimento Humano		Policy	http://www.revistamotricidade.com/pt/normas.html
3165	Universidade de Trás-os-Montes e Alto Douro, Escola das Ciências Humanas e Sociais		Policy	http://www.eras.utad.pt/normas_publicacao.html
2909	Universidade do Algarve, Escola Superior de Gestão, Hotelaria e Turismo		Policy	http://tmstudies.net/index.php/ectms/about/editorialPolicies#custom-1
2517	Universidade do Estado da Bahia		Policy	http://www.revistas.uneb.br/index.php/financ/about/submissions#copyrightNotice
2498	Universidade do Minho		Policy	http://linguamatica.com/index.php/linguamatica/about/submissions#copyrightNotice
3065	Universidade do Minho, Centro Interdisciplinar de Ciências Sociais		Policy	https://configuracoes.revues.org/84#tocfrom1n3
3174	Universidade do Minho, Departamento de Geografia		Policy	http://geoplanum.weebly.com/uploads/4/8/8/4/48845047/normas_artigo_-_iv_edi%C3%A7%C3%A3o_da_revista_geoplanum__1_.pdf
3173	Universidade do Minho, Instituto de Ciências Sociais, Centro Interdisciplinar de Ciências Sociais	CICS-Uminho	Policy	https://configuracoes.revues.org/84#tocfrom1n3
978	Universidade do Minho, Instituto de Educação, Centro de Investigação em Educação		Policy	http://www.cied.uminho.pt/edicoes
903	Universidade do Porto		Instructions to authors	http://laboreal.up.pt/modulos/indexFixo.php?id=37t45nSU54711238887574441
3164	Universidade do Porto, Faculdade de Desporto. Centro de Investigação em Atividade Física, Saúde e Lazer	CIAFEL	Policy	http://ciafel.fade.up.pt/aehd/index.php/aehd/about/submissions#copyrightNotice
904	Universidade do Porto, Faculdade de Letras		Instructions to authors	http://www.letras.up.pt/ds/default.aspx?l=1&m=20&s=0&n=0
3154	Universidade do Porto, Faculdade de Letras, Centro de Linguística	CLUP	Policy	http://ler.letras.up.pt/revistasdaflup/default.aspx?l=1&m=237&s=527&n=0
3134	Universidade do Porto, Faculdade de Letras, Instituto de Literatura Comparada Margarida Losa	ILC	Example Policy>	http://www.elyra.org/index.php/elyra/about/submissions#authorGuidelines;
3138	Universidade do Porto, Faculdade de Psicologia e de Ciências da Educação, Centro de Investigação e Intervenção Educativas	CIIE	Policy	http://www.fpce.up.pt/ciie/?q=publication/revista-educa%C3%A7%C3%A3o-sociedade-culturas/page/instrucoes-aos-autores
2681	Universidade do Sul de Santa Catarina		Policy	http://www.portaldeperiodicos.unisul.br/index.php/Critica_Cultural/about/editorialPolicies#openAccessPolicy
905	Universidade dos Açores		Instructions to authors	http://www.horta.uac.pt/intradop/images/stories/arquipelago/instructions.pdf
1645	Universidade EAFIT		Example Policy	http://publicaciones.eafit.edu.co/index.php/ingciencia/about/submissions#copyrightNotice
1716	Universidade Estadual de Campinas, Departamento de Política Científica e Tecnológica, Instituto de Geociências		Policy	http://www.ige.unicamp.br/ojs/index.php/rbi/about/submissions#copyrightNotice
681	Universidade Estadual de Campinas, Faculdade de Educação		Policy	http://www.fae.unicamp.br/etd/submissions.php#copyright
1490	Universidade Estadual de Feira de Santana		Example Policy	http://periodicos.uefs.br/ojs/index.php/scientiaimmersa/about/submissions#copyrightNotice
2490	Universidade Estadual de Maringá		Example Policy	http://periodicos.uem.br/ojs/index.php/ActaSciLangCult/about/submissions#copyrightNotice
2140	Universidade Estadual Paulista, Faculdade de Ciências e Letras, Centro de Documentação e Apoio à Pesquisa		Policy	http://pem.assis.unesp.br/index.php/pem/about/submissions#copyrightNotice
906	Universidade Estadual Paulista, Instituto de Geociências e Ciências Exatas	UNESP, IGCE	Instructions to authors	http://www.revistageociencias.com.br/
1965	Universidade Federal da Paraíba,  Pró-Reitoria de Pós-Graduação e Pesquisa, Grupo de Pesquisa em Teoria Crítica e Hermenêutica	GPTEcH	Policy	http://periodicos.ufpb.br/ojs2/index.php/arf/about/submissions#copyrightNotice
2491	Universidade Federal da Paraíba, Centro de Comunicação, Turismo e Artes, Programa de Pós-Graduação em Jornalismo		Policy	http://periodicos.ufpb.br/ojs/index.php/ancora/about/submissions#authorGuidelines
1991	Universidade Federal da Paraíba, Departamento de Finanças e Contabilidade		Policy	http://periodicos.ufpb.br/ojs2/index.php/recfin/about/submissions#copyrightNotice
1380	Universidade Federal de Campina Grande, Centro de Ciências Jurídicas e Sociais, Unidade Acadêmica de Ciências Contábeis		Policy	http://150.165.111.246/revistaadmin/index.php/uacc/about/submissions#copyrightNotice
673	Universidade Federal de Mato Grosso do Sul, Department of Chemistry, Center for Science and Technology		Policy	http://www.orbital.ufms.br/index.php/dqi/about/submissions#copyrightNotice
2220	Universidade Federal de Mato Grosso, Programa de Pós-Graduação em História		Policy	http://ppghis.com/outrasfronteiras/index.php/outrasfronteiras/about/submissions#copyrightNotice
1983	Universidade Federal de Roraima	Federal University of Roraima	Policy	http://revista.ufrr.br/index.php/adminrr/about/submissions#copyrightNotice
712	Universidade Federal de Santa Catarina		Policy	http://www.periodicos.ufsc.br/index.php/literatura/about/submissions#copyrightNotice
2493	Universidade Federal do Pará, Programa de Pós-Graduação em Geografia		Policy	http://www.geoamazonia.net/index.php/revista/about/submissions#copyrightNotice
1441	Universidade Federal do Rio Grande do Norte		Example Policy	https://periodicos.ufrn.br/principios/about/submissions#copyrightNotice;
2832	Universidade Federal do Tocantins, Núcleo de Pesquisa e Extensão Observatório de Pesquisas Aplicadas ao Jornalismo e ao Ensino	OPAJE-UFT	Policy	http://revista.uft.edu.br/index.php/observatorio/about/submissions#copyrightNotice
